,Rating,Mobile Name:,Price,RAM
384,3.9,"Xolo ERA X (Black, 8 GB)",5499,2
385,4.5,"Karbonn Titanium Octane Plus (Black, 16 GB)",12494,2
386,3.8,"Intex Aqua Xtreme II (White, 16 GB)",5199,2
387,3.6,"Intex Aqua Supreme Plus (Black, 16 GB)",5599,2
388,3.7,"Asus Zenfone Go (3rd Gen) (Gold, 16 GB)",7499,2
389,3.0,"Intex INTEX AQUA TREND (White, 16 GB)",6490,2
390,3.1,"Micromax E471 Knight2 (White+Silver, 16 GB)",7299,2
391,3.2,"Panasonic P55 Novo (Midnight Blue, 16 GB)",6699,2
392,3.2,"Rivo RX-250 (Gold, 8 GB)",3999,2
393,3.7,"Yu Yureka Plus (Moon Dust Grey, 16 GB)",6499,2
394,3.5,"Kata M1 (White, 16 GB)",6399,2
395,3.8,"Micromax JUICE 3 (COSMIC GREY, 8 GB)",5250,2
396,3.6,"Colors Elite (Gold, 16 GB)",4599,2
397,3.8,"InFocus M370i (Fashion White, 16 GB)",5499,2
398,3.8,"SSKY Y666 (Black & Gold, 16 GB)",4999,2
399,3.5,"Iball cobalt 6c chocolate brown (chocolate brown, 8 GB)",6999,2
400,3.8,"Lava Pixel V2 (White, 16 GB)",7499,2
401,3.7,"Lava Pixel V2 (Black, 16 GB)",7499,2
402,3.4,"Panasonic P66 Mega (Silver Grey, 16 GB)",5099,2
403,4.6,"Micromax HUE2 (White, Gold, 16 GB)",4900,2
404,3.7,"Intex AQUA TREND (Black, 16 GB)",7890,2
405,3.8,"Panasonic Eluga Z (White, 16 GB)",5190,2
406,3.2,"HTC One 801e (Silver, 32 GB)",37941,2
407,3.8,"Karbonn Titanium MachFive (Champagne, 16 GB)",4383,2
408,3.5,"Intex Aqua Power HD 4G (Champagne, 16 GB)",6495,2
409,4.3,"Karbonn Quattro (4G) L50-HD (Blue, 16 GB)",6000,2
410,3.5,"Lava X46 (Gold, 8 GB)",7420,2
411,3.7,"LYF Wind 7 (Black, 16 GB)",5499,2
412,3.7,"Redmi Note 4 (Dark Grey, 32 GB)",9999,2
413,3.8,"Micromax MICROMAX Q392 (Grey, 8 GB)",5999,2
414,3.7,"Iball Andi 5K Infinito2 (Black & Blue, 16 GB)",5999,2
415,3.4,"Panasonic Eluga Z (Blue, 16 GB)",6215,2
416,4.3,"Honor 4X (Black, 8 GB)",8120,2
417,3.7,"Panasonic ELUGA Tapp (Champagne Gold, 16 GB)",7299,2
418,3.4,"Panasonic Eluga Z (White, 16 GB)",5999,2
419,3.0,"Rivo Phantom PZ35 (Gold, 16 GB)",4490,2
420,3.4,"Panasonic Eluga Z (Gold, 16 GB)",6799,2
421,3.5,"Panasonic P66 Mega (Rose Gold, 16 GB)",5999,2
422,3.6,"HTC Desire 626 Dual SIM LTE (White Birch, 16 GB)",9050,2
423,4.0,"Xolo Play 8X-1100 (Black, 16 GB)",7999,2
424,4.0,"Asus Zenfone 6 (Dandy Red, 16 GB)",7990,2
425,3.7,"Intex Aqua Trend (Champagne, 16 GB)",8289,2
426,3.8,"Intex Cloud Tread (Champagne, 16 GB)",3999,2
427,3.6,"Karbonn Titanimum S205 (5.1 (Lollipop),16GB Internal memory,2GB Ram & Dragontrail Scratch Resistant gl...",5549,2
428,3.5,"Micromax Canvas Nitro 4G E455 (Black, 16 GB)",6950,2
429,3.8,"Intex Aqua Power HD (Champagne, 16 GB)",7570,2
430,3.6,"Intex Aqua View (Grey, 16 GB)",6899,2
431,3.6,"Panasonic Eluga Mark (Royal Gold, 16 GB)",8899,2
432,3.7,"Rivo Rytham (Pink, 8 GB)",4499,2
433,3.8,"Micromax Canvas Juice 3 Plus Q394 Dual Sim - Grey (Grey, 16 GB)",6799,2
434,4.0,"Micromax Canvas Play 4G Q469 Dual Sim - Moon Dust (Grey, 16 GB)",6470,2
435,3.9,"Xolo Play 6X-1000 (White, 8 GB)",4999,2
436,3.9,"Yu Yunique Plus (Black, 8 GB)",5499,2
437,4.4,"Obi Worldphone (Black, 16 GB)",7999,2
438,3.7,"Micromax Canvas Juice 3 (Grey, 8 GB)",6499,2
439,3.8,"Lava X38 (2GB) (Blue, 8 GB)",7299,2
440,3.8,"Lava X38 (2GB) (Dark Grey, 8 GB)",7299,2
441,3.8,"Xolo Era 4K (White, 8 GB)",5999,2
442,3.5,"Intex Aqua Power+ (White, 16 GB)",7999,2
443,3.4,"Lava X11 4G (Crystal Blue, 8 GB)",5999,2
444,3.4,"Lava X11 4G (White & Gold, 8 GB)",6745,2
445,3.6,"HTC Desire 626 Dual SIM LTE (Blue Lagoon, 16 GB)",8990,2
446,3.7,"Intex Cloud 4G Star (White, 16 GB)",6490,2
447,3.9,"HTC Desire 820S (White&Orange, 16 GB)",16199,2
448,4.1,"Meizu M5 (Black, 16 GB)",6990,2
449,3.8,"Rivo Rhythm RX450 (White, 8 GB)",3949,2
450,3.9,"Xolo Hive 8X-1000 (Black, 32 GB)",6999,2
451,4.2,"Xolo 8X-1000 (Black, 16 GB)",7999,2
452,3.9,"Micromax Canvas Juice 3 Q392 (Cosmic Grey, 8 GB)",5700,2
453,3.3,"Gionee Elife E6 (Black, 32 GB)",23900,2
454,3.5,"Micromax Canvas Nitro A310 (White, 8 GB)",7499,2
455,3.5,"Panasonic Eluga Switch (Gun Metal Grey, 32 GB)",10499,2
456,3.8,"Lava Iris Fuel F1 (White, 8 GB)",4990,2
457,3.0,"Lava Iris Fuel F1 (Black, 8 GB)",5250,2
458,3.7,"Intex Aqua Trend (Silver, 16 GB)",6490,2
459,3.4,"Micromax Hue 2 (Black, 16 GB)",5400,2
460,3.5,"Samsung Galaxy Alpha (Dazzling White, 32 GB)",24890,2
461,3.5,"Samsung Galaxy Alpha (White, 32 GB)",20999,2
462,3.6,"Micromax Knight 2 (White +Champange, 16 GB)",6000,2
463,3.1,"Rivo RHYTHM (Gold, 8 GB)",4295,2
464,4.5,"Nexus4 (E960) (White, 16 GB)",23350,2
465,3.7,"Panasonic Eluga Icon (Gold, 16 GB)",9297,2
466,3.7,"Lava Pixel V1 with Android One (Gold, 32 GB)",6999,2
467,3.1,"Karbonn Quattro L51 HD (Black, 16 GB)",6150,2
468,3.5,"Intex Aqua 4G Plus (White, 16 GB)",6480,2
469,3.1,"Swipe ELITE (Black, 16 GB)",5499,2
470,4.2,"Intex Aqua Strong 5.1 (White & Champagne, 16 GB)",4999,2
471,4.0,"Samsung Galaxy A8 (Gold, 32 GB)",25399,2
472,4.2,"Samsung Galaxy A7 (Pearl White, 16 GB)",19990,2
473,4.1,"Samsung Galaxy E7 (White, 16 GB)",16999,2
474,3.3,"HTC Desire Eye (Coral Red, 16 GB)",20000,2
475,4.0,"Xolo Q1000s Plus (White, 32 GB)",6475,2
476,3.8,"Samsung Galaxy A7 (Midnight Black, 16 GB)",18750,2
477,3.8,"Lava V2s (Icy White, 8 GB)",6199,2
478,4.5,"Lava V2s (Mirror Black, 8 GB)",6199,2
479,4.5,"Gionee Marathon (White, 16 GB)",11999,2
480,3.7,"Gionee Marathon (Grey, 16 GB)",11999,2
481,3.5,"LYF Water 5 (Black, 16 GB)",7550,2
482,3.8,"Samsung Galaxy Alpha (Charcoal Black, 32 GB)",22389,2
483,3.1,"Micromax Canvas Nitro 3 E352 (Tan Brown, 16 GB)",4890,2
484,3.7,"Rivo RX300 Rhythem (Golden, 8 GB)",3999,2
485,4.1,"Panasonic ELUGA Tapp (Silver Grey, 16 GB)",7249,2
486,3.1,"Asus Zenfone 2 Laser ZE500KL (Black, 8 GB)",8653,2
487,4.5,"Subor S5 4G LTE (White, 16 GB)",3499,2
488,3.7,"Nexus 5 (Black, 16 GB)",15999,2
489,4.1,"Panasonic Eluga Icon (Slate, 16 GB)",7999,2
490,3.7,"Samsung Galaxy A5 (Champagne Gold, 16 GB)",16470,2
491,3.7,"InFocus Bingo 21 (Orange, 8 GB)",4499,2
492,3.7,"InFocus Bingo 21 (Fashion White, 8 GB)",4499,2
493,3.7,"InFocus Bingo 21 (Blue, 8 GB)",4499,2
494,3.8,"iVooMi Me1+ (Rose Gold, 16 GB)",5199,2
495,3.5,"Panasonic P55 Novo (Champagne Gold, 16 GB)",6100,2
496,4.2,"Samsung Galaxy S5 (Electric Blue, 16 GB)",14599,2
497,4.1,"LYF WIND 3 (Black, 16 GB)",6699,2
498,3.8,"Lava Iris X5 4G (Icy White, 16 GB)",8499,2
499,3.5,"HTC Desire (White, 16 GB)",16999,2
500,3.8,"Micromax Canvas Juice 4G (Grey, 8 GB)",6699,2
501,4.2,"Lava A97 2GB Plus (Black, Blue, 16 GB)",6649,2
502,3.4,"HTC One E9S (White Luxury, 16 GB)",17999,2
503,4.1,"Sony Xperia ZR (White, 8 GB)",23989,2
504,4.0,"Honor 4C (White, 8 GB)",8999,2
505,3.3,"Lenovo P70 (Blue, 16 GB)",11450,2
506,4.0,"Sony Xperia C5 Ultra Dual (White, 16 GB)",25990,2
507,3.6,"InFocus M370i (Black, 16 GB)",6990,2
508,3.8,"Lenovo turbo (Black, 16 GB)",11399,2
509,3.4,"Samsung Galaxy Tab A (Smokey Titanium, 16 GB)",16500,2
510,3.5,"LYF Wind 7 (White, 16 GB)",5690,2
511,3.6,"Lenovo A6000 Shot (Red, 16 GB)",8990,2
512,3.6,"Lenovo A6000 Shot (White, 16 GB)",8489,2
513,3.5,"Samsung Galaxy Alpha (Chrome, 32 GB)",21900,2
514,4.3,"Moto X Play (Black, 16 GB)",16999,2
515,3.7,"Lenovo X2-AP (White, 32 GB)",8899,2
516,3.4,"Swipe Konnect Power (Black, 16 GB)",4999,2
517,3.6,"Panasonic Eluga MARK (Royal Gold, 16 GB)",9450,2
518,4.2,"Samsung Galaxy A8 (Black, 32 GB)",22000,2
519,3.6,"Lenovo A6000 Shot (Black, 16 GB)",7990,2
520,4.3,"Nexus 5X (Ice, 32 GB)",29990,2
521,4.3,"Nexus 5X (Ice, 16 GB)",25990,2
522,4.3,"Nexus 5X (Carbon, 32 GB)",25499,2
523,3.7,"Yu YUPHORIA (Black & Silver, 16 GB)",6840,2
524,3.7,"VIVO V1 (White, 16 GB)",13499,2
525,3.6,"Lava X3 (White & Gold, 8 GB)",4999,2
526,3.6,"Lava X3 (White & Silver, 8 GB)",4899,2
527,3.7,"HTC Desire 826X (Blue Lagoon, 16 GB)",16800,2
528,4.1,"Samsung Galaxy A5 (Pearl White, 16 GB)",15993,2
529,3.7,"Lenovo X2-AP (Gold, 32 GB)",9999,2
530,3.2,"Lenovo Sisley S60 (White, 8 GB)",8999,2
531,3.6,"Intex Aqua Strong 5.2 (Blue, 16 GB)",5799,2
532,4.1,"Samsung Galaxy A5 (Midnight Black, 16 GB)",15948,2
533,3.8,"Sony Xperia Z3 Compact (Green, 16 GB)",26499,2
534,3.9,"Lava Iris X8 (Black, 16 GB)",6199,2
535,3.2,"Coolpad Dazen X7-100 (White, 16 GB)",7599,2
536,3.8,"iVooMi Me1+ (Black, 16 GB)",5199,2
537,3.6,"Samsung Galaxy S4 (White Frost, 16 GB)",15900,2
538,4.2,"HTC Desire 626 4G LTE (White Birch, 16 GB)",9500,2
539,3.9,"Samsung Galaxy E7 (Blue, 16 GB)",16700,2
540,3.6,"Lava Iris X8 (White, 16 GB)",5399,2
541,4.7,"VIVO X5 (White, 16 GB)",16000,2
542,4.2,"Sugar C6 (Rose Gold, 16 GB)",5750,2
543,3.8,"Coolpad Dazen 1 (Sandstone Black, 8 GB)",5990,2
544,3.8,"Sony Xperia Z1 Compact (Pink, 16 GB)",25000,2
545,4.0,"Asus Zenfone Selfie (Red, 16 GB)",11999,2
546,4.0,"TCL 560 (Dark Grey Hairline, 16 GB)",8000,2
547,3.2,"Gionee Elife S7 (White, 16 GB)",15999,2
548,4.4,"Honor 4X Limited Version (Black, 8 GB)",9500,2
549,4.1,"Huawei Ascend P6 (White, 8 GB)",9999,2
550,4.2,"Samsung Galaxy Note 3 Neo (Black, 16 GB)",19900,2
551,3.7,"Intex Aqua Music (champagne, 16 GB)",9317,2
552,3.7,"Sony Xperia M4 Aqua Dual (White, 16 GB)",15990,2
553,3.5,"Lenovo S90 Or Sisley S90 (Grey, 32 GB)",9495,2
554,3.7,"VIVO V1 MAX (White, 16 GB)",7999,2
555,3.7,"Asus Zenfone Go (Grey, 32 GB)",22500,2
556,4.1,"Samsung Galaxy A5 (Black, 16 GB)",13890,2
557,3.7,"Sony Xperia M4 Aqua Dual (Black, 16 GB)",17999,2
558,4.2,"Samsung Galaxy Note 3 Neo (White, 16 GB)",5499,2
559,3.3,"Karbonn Titanium Mach One Plus (Dark Blue, 16 GB)",5999,2
560,4.2,"Intex Cloud Jewel (Champagne, 16 GB)",5099,2
561,3.4,"Karbonn Titanium S310 MACHONE PLUS (Dark Blue) (Dark Blue, 8 GB)",7990,2
562,3.9,"Lenovo A7000 (Black, 8 GB)",7590,2
563,3.6,"Intex Aqua 4G+ (White, 16 GB)",13240,2
564,3.8,"HTC Desire 630 (Graphite Grey, 16 GB)",15900,2
565,4.0,"Asus Zenfone 6 (Pure White, 16 GB)",6997,2
566,3.5,"Intex Aqua Power HD (Grey, 16 GB)",13975,2
567,4.0,"Samsung Galaxy A7 (Champagne Gold, 16 GB)",5990,2
568,3.8,"Micromax Canvas Juice 3 Plus (Cosmic Grey, 16 GB)",6999,2
569,3.5,"Intex Aqua Power HD (Blue, 12 GB)",8999,2
570,4.0,"ZTE Z9 Mini (Black, 16 GB)",14999,2
571,3.9,"Micromax Canvas Nitro A311 (White, 16 GB)",6990,2
572,3.8,"Yu YU Yuphoria (Buffed Steel, 16 GB)",6990,2
573,3.5,"Intex Aqua Power HD (white & gold, 16 GB)",6999,2
574,3.7,"Panasonic P55 Novo (Smoke Gray, 16 GB)",5895,2
575,4.7,"LG G2 D802T (White, 32 GB)",22500,2
576,3.8,"Acer Liquid Z530 (Black, 16 GB)",5750,2
577,4.5,"Nexus 5 (Black, 32 GB)",15795,2
578,3.7,"VIVO V1 (Gold, 16 GB)",13999,2
579,3.7,"Lenovo Vibe Z K910L (Silver, 16 GB)",20900,2
580,4.1,"HTC Desire 820 (Santorini White, 16 GB)",15999,2
581,4.1,"Sony Xperia Z1 (White, 16 GB)",31999,2
582,3.8,"Sony Xperia Z3 Compact (White, 16 GB)",39990,2
583,3.8,"Sony Xperia Z3 Compact (Black, 16 GB)",26469,2
584,3.5,"Xolo Cube 5.0 (2 GB RAM) (Black, 8 GB)",5900,2
585,4.0,"Sony Xperia C5 Ultra Dual (Mint, 16 GB)",24290,2
586,4.0,"Sony Xperia C5 Ultra Dual (Black, 16 GB)",23900,2
587,4.2,"Moto X (2nd Generation) (Blue, 32 GB)",17999,2
588,3.0,"Iball Iball Andi 5.5F Youva (Graphite Black, 16 GB)",7599,2
589,4.0,"Panasonic Eluga I2 Activ (Rose Gold, 16 GB)",7499,2
590,4.1,"Asus Zenfone 2 Laser ZE500KL (Black, 16 GB)",9999,2
591,4.0,"VIVO Y51L (White, 16 GB)",8990,2
592,3.9,"Lenovo Vibe K5 Plus (Dark Grey, 16 GB)",8499,2
593,3.9,"Lenovo Vibe K5 Plus (Golden, 16 GB)",8499,2
594,3.8,"Micromax Canvas Unite 4 Plus (Grey, 16 GB)",6999,2
595,3.5,"Panasonic P66 Mega (Electric Blue, 16 GB)",5299,2
596,5.0,"Lava A97 2GB Plus 4G with VoLTE (Black & Grey, 16 GB)",5760,2
597,3.5,"Xolo Play 8X-1200 (Black, 32 GB)",20999,2
598,3.0,"Xolo BLACK (Black, 16 GB)",11936,2
599,4.1,"Mi 4i (Grey, 16 GB)",11999,2
600,4.1,"Asus Zenfone 5 (White, 16 GB)",8660,2
601,4.1,"Asus Zenfone 5 (Gold, 16 GB)",8202,2
602,3.9,"Micromax Canvas Nitro A311 (Blue, 16 GB)",12740,2
603,4.5,"Nexus 5 (White, 16 GB)",27452,2
604,4.1,"Mi 4i (Grey, 32 GB)",14999,2
605,4.1,"Asus Zenfone 2 Laser ZE500KL (Red, 16 GB)",9614,2
606,3.8,"Samsung Galaxy S4 (Deep Black, 16 GB)",15999,2
607,3.8,"Micromax Canvas 5 Lite (Black, 16 GB)",5999,2
608,4.2,"Sony Xperia Z1 Compact (White, 16 GB)",18508,2
609,3.6,"Sony Xperia C4 Dual (Black, 16 GB)",19699,2
610,3.6,"Sony Xperia C4 Dual (Mint, 16 GB)",24990,2
611,4.0,"Honor 4C (Black, 8 GB)",8999,2
612,4.1,"LEDO El Sandlo (Black, 16 GB)",16999,2
613,4.4,"Asus Zenfone 5 (Red, 8 GB)",8064,2
614,4.4,"Moto X (Black, 16 GB)",15622,2
615,3.4,"Moto X (White, 16 GB)",15000,2
616,3.8,"Clout X418 Zest (Gold, 16 GB)",6499,2
617,3.7,"Takee 3D (Copper, 32 GB)",9998,2
618,4.3,"Redmi 3S (Dark Grey, 16 GB)",6999,2
619,4.3,"Redmi 3S (Gold, 16 GB)",6999,2
620,4.3,"Redmi 3S (Silver, 16 GB)",6999,2
621,3.2,"Iball INFINITO 2 (BLACK/BLUE, 16 GB)",5999,2
622,3.2,"Iball Infinito 2 (Dark Blue, 16 GB)",5999,2
623,3.5,"Zopo Color F5 (Rose Gold, 16 GB)",5998,2
624,3.2,"Cloudfone Special Edition (White, 16 GB)",3499,2
625,3.2,"Ginger JUPITER (Gold, 16 GB)",5990,2
626,3.5,"Karbonn Quattro (4G) L50-HD (Coffee, 16 GB)",5999,2
627,3.5,"Celkon Diamond Mega (Grey, 16 GB)",6999,2
628,5.0,"JIVI Grand 3000 (Gold, 16 GB)",6868,2
629,3.1,"UIMI U5 (Silver, 16 GB)",5999,2
630,3.5,"Intex Aqua Power HD (Black, Silver, 16 GB)",7620,2
631,3.0,"Intex Aqua Power HD (Black and Gold, 16 GB)",6999,2
632,3.7,"Energy Sistem Neo Air (White, 8 GB)",5450,2
633,3.1,"Videocon Krypton V50FG (Black and Gold, 16 GB)",5999,2
634,3.0,"Intex Aqua Xtreme V (Red, 16 GB)",5500,2
635,3.8,"Micromax Canvas Turbo A250 (White, 16 GB)",8400,2
636,4.1,"Asus Zenfone 2 Laser ZE550KL (Gold, 16 GB)",8749,2
637,3.0,"Energy Sistem Pro Jewel (Gold, 8 GB)",3950,2
638,3.4,"Panasonic Eluga U (White, 16 GB)",4999,2
639,4.2,"Intex Aqua Speed (Black, Gun Metal, 16 GB)",4599,2
640,3.1,"Alive+ S707 SKY (Gold, 16 GB)",3900,2
641,3.3,"Gionee Elife E7 (Black, 16 GB)",25600,2
642,3.5,"Subor S5 (Gold, 16 GB)",4999,2
643,4.4,"Iball Andi 5Q Cobalt Solus (Black & Silver, 16 GB)",6499,2
644,3.9,"Intex Aqua Power+ (Champagne, 16 GB)",6498,2
645,4.0,"HTC One E8 Dual Sim (Dark Grey, 16 GB)",17999,2
646,3.0,"Good One Z7 (Black, 16 GB)",4990,2
647,3.5,"ZTE Grand SII CDMA 3G Smartphone (Silver, 16 GB)",13290,2
648,3.7,"Asus Zenfone Go 5.0 (Black, 8 GB)",6199,2
649,3.0,"Kara T2 Android Dual Screen Flip Phone (Blue, 8 GB)",7299,2
650,3.7,"Intex Aqua Power+ (Black, 16 GB)",6999,2
651,3.0,"Energy Sistem Neo HD 16 (Gold, 16 GB)",1999,2
652,3.5,"Intex Cloud 4G Star (Black, 16 GB)",6498,2
653,3.5,"Intex Aqua Power+ (Black-Silver, 16 GB)",7490,2
654,3.8,"Micromax Canvas Juice 2 (Silver, 8 GB)",5250,2
655,4.2,"Blackberry Porsche Design P9983 (Black, 64 GB)",79990,2
656,3.2,"Philips i908 (White, 16 GB)",7500,2
657,3.8,"Karbonn Quattro (4G) L50-HD (Grey, 16 GB)",5999,2
658,3.8,"Asus Zenfone Selfie (Gold, 16 GB)",11999,2
659,3.4,"Intex Aqua Xtreme II (Black, 16 GB)",7130,2
660,3.7,"Intex Aqua Speed (Black, 16 GB)",4499,2
661,3.6,"Gionee Elife S5.5 (Black, 16 GB)",6000,2
662,3.7,"ZTE STAR 2 (Black, 16 GB)",5999,2
663,3.7,"ZTE STAR 2 (White, 16 GB)",5999,2
664,3.6,"Celkon Diamond Q4G Plus (2GB RAM) (Gold, 16 GB)",6199,2
665,3.7,"Subor  X6 (White, 16 GB)",6599,2
666,3.3,"Subor  X6 (Gold, 16 GB)",6799,2
667,3.0,"BlackBear Pelican S507 (White, 8 GB)",3733,2
668,3.6,"Lenovo K3 Note Music Edition (Yellow, 16 GB)",9599,2
669,3.6,"Xolo Q1000S Plus (Black, 32 GB)",5499,2
670,4.4,"Hasee X50 TS (Black, 16 GB)",3990,2
671,4.2,"Sony Xperia C4 Dual (White, 16 GB)",15990,2
672,4.0,"Lenovo VIBE P1m (Black, 16 GB)",7990,2
673,4.0,"Lenovo VIBE P1m (White, 16 GB)",7900,2
674,4.1,"Asus Zenfone Max (Blue, 32 GB)",9890,2
675,3.3,"Asus Zenfone Go 5.5 (Gold, 32 GB)",7999,2
676,3.0,"Intex Aqua Speed HD (Silver, 16 GB)",3999,2
677,4.3,"Nexus 5X (Carbon, 16 GB)",24999,2
678,3.8,"Samsung Galaxy S5 (Charcoal Black, 16 GB)",15999,2
679,3.8,"Acer Liquid Z530 (White, 16 GB)",6999,2
680,4.1,"Asus Zenfone 2 Laser ZE500KL (White, 16 GB)",8249,2
681,3.8,"Sony Xperia Z3 Compact (Orange, 16 GB)",27999,2
682,3.9,"LYF Wind 7S (Black, 16 GB)",5799,2
683,4.1,"Sony Xperia Z1 (Black, 16 GB)",15999,2
684,3.9,"Blackberry Z30 (White, 16 GB)",16999,2
685,3.0,"mi-TRiBE A-500 (Grey, 16 GB)",5999,2
686,3.0,"mi-TRiBE A-500 (Black, 16 GB)",4499,2
