Rating,Mobile Name:,Price,RAM
3.3,"Samsung Galaxy Note Edge (Charcoal Black, 32 GB)",29950,3
3.8,"Gionee S Plus (White, 16 GB)",13990,3
4,"Asus Zenfone Selfie (White, 16 GB)",11999,3
3.7,"Sony Xperia Z3+ (Aqua Green, 32 GB)",26999,3
3.7,"Sony Xperia Z3+ (Black, 32 GB)",27499,3
4,"Sony Xperia Z5 Dual (Gold, 32 GB)",28999,3
4.2,"Sony Xperia Z2 (White, 16 GB)",15490,3
3.2,"Micromax Canvas 5 E481 (Wallnut Wood Brown, 32 GB)",8999,3
4.1,"Sony Xperia Z3 (White, 16 GB)",21990,3
4.1,"Samsung Galaxy Note 4 (Bronze Gold, 32 GB)",24999,3
3.7,"Sony Xperia Z3+ (White, 32 GB)",22990,3
3.7,"Micromax Canvas 5 (Maple Wood, 32 GB)",7499,3
4.5,"Nexus 6P (Grey, 32 GB)",34999,3
4.1,"VIVO V3 (Gold, 32 GB)",14199,3
3.7,"Micromax Canvas 5 (Slate Grey, 16 GB)",7190,3
3.9,"Moto X Force (White, 32 GB)",18990,3
3.9,"Moto X Force (White, 64 GB)",28000,3
